delta.rank,pval,level,nseqs,term,name,p.adj,,term,,,,,,,,,
0,0.468969527,2,5,GO:0098905,regulation of bundle of His cell action potential,1,,,,,,,,,,,
0,0.897628656,4,18,GO:0098907,regulation of SA node cell action potential,1,,,,,,,,,,,
0,0.984696369,3,33,GO:0098908,regulation of neuronal action potential,1,,,,,,,,,,,
0,0.402521256,2,27,GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,1,,,,,,,,,,,
0,0.862078984,3,28,GO:0098910,regulation of atrial cardiac muscle cell action potential,1,,,,,,,,,,,
0,0.967347535,6,42,GO:0098911,regulation of ventricular cardiac muscle cell action potential,1,,,,,,,,,,,
0,1,3,9,GO:0098912,membrane depolarization during atrial cardiac muscle cell action potential,1,,,,,,,,,,,
0,1,2,10,GO:0098914;GO:0099624,membrane repolarization during atrial cardiac muscle cell action potential,1,,,,,,,,,,,
0,1,2,20,GO:0098915;GO:0099625,ventricular cardiac muscle cell membrane repolarization,1,,,,,,,,,,,
0,0.636783715,5,8,GO:0098917,retrograde trans-synaptic signaling,1,,,,,,,,,,,
0,0.807159278,4,13,GO:0098928;GO:0099526,presynaptic signal transduction,1,,,,,,,,,,,
0,0.828725355,2,182,GO:0098930,axonal transport,1,,,,,,,,,,,
0,0.751576986,5,11,GO:0098953;GO:0098970;GO:0099628,postsynaptic neurotransmitter receptor diffusion trapping,1,,,,,,,,,,,
0,0.587758061,8,7,GO:0098961;GO:0098963;GO:0098964,anterograde dendritic transport of messenger ribonucleoprotein complex,1,,,,,,,,,,,
0,0.382687015,3,11,GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,1,,,,,,,,,,,
0,1,2,5,GO:0098971,anterograde dendritic transport of neurotransmitter receptor complex,1,,,,,,,,,,,
0,1,2,19,GO:0098976,excitatory chemical synaptic transmission,1,,,,,,,,,,,
0,0.382687015,2,11,GO:0098989,NMDA selective glutamate receptor signaling pathway,1,,,,,,,,,,,
0,0.995574159,4,687,GO:0099003;GO:0099504,vesicle-mediated transport in synapse,1,,,,,,,,,,,
0,1,2,7,GO:0099039,sphingolipid translocation,1,,,,,,,,,,,
0,1,2,5,GO:0099050,vesicle scission,1,,,,,,,,,,,
0,0.978741529,2,46,GO:0099068;GO:0097104,postsynapse assembly,1,,,,,,,,,,,
0,0.724494632,2,50,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,1,,,,,,,,,,,
0,0.532117413,2,6,GO:0099089,establishment of endoplasmic reticulum localization to postsynapse,1,,,,,,,,,,,
0,0.468969527,8,5,GO:0099159;GO:1904266;GO:1904268;GO:1905274,regulation of modification of postsynaptic actin cytoskeleton,1,,,,,,,,,,,
0,0.831188792,2,126,GO:0099172,presynapse organization,1,,,,,,,,,,,
0,0.419275642,6,117,GO:0099174,regulation of presynapse organization,1,,,,,,,,,,,
0,0.366740036,2,186,GO:0099175,regulation of postsynapse organization,1,,,,,,,,,,,
0,1,2,13,GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,1,,,,,,,,,,,
0,0.414055414,3,133,GO:0099518;GO:0047496,vesicle cytoskeletal trafficking,1,,,,,,,,,,,
0,0.781124897,2,12,GO:0099532;GO:0016189,synaptic vesicle endosomal processing,1,,,,,,,,,,,
0,1,3,6,GO:0099538;GO:0099540;GO:0099551,synaptic signaling via neuropeptide,1,,,,,,,,,,,
0,0.718041534,5,10,GO:0099541;GO:0099542;GO:0099552;GO:0099553,trans-synaptic signaling by endocannabinoid,1,,,,,,,,,,,
0,1,4,6,GO:0099545,trans-synaptic signaling by trans-synaptic complex,1,,,,,,,,,,,
0,0.979074229,6,85,GO:0099558,maintenance of synapse structure,1,,,,,,,,,,,
0,1,2,17,GO:0099560,synaptic membrane adhesion,1,,,,,,,,,,,
0,1,2,13,GO:0099566,regulation of postsynaptic cytosolic calcium ion concentration,1,,,,,,,,,,,
0,0.916476523,2,150,GO:0099601;GO:1900449,regulation of neurotransmitter receptor activity,1,,,,,,,,,,,
0,0.724494632,2,50,GO:0099637,neurotransmitter receptor transport,1,,,,,,,,,,,
0,0.832349448,5,26,GO:0099640,axo-dendritic protein transport,1,,,,,,,,,,,
0,1,2,7,GO:0099642,retrograde axonal protein transport,1,,,,,,,,,,,
0,0.850308525,3,15,GO:0099645;GO:0099633,neurotransmitter receptor localization to postsynaptic specialization membrane,1,,,,,,,,,,,
0,1,2,10,GO:0106001,intestinal hexose absorption,1,,,,,,,,,,,
0,1,3,6,GO:0106023;GO:0106024,negative regulation of pupariation,1,,,,,,,,,,,
0,0.636783715,5,8,GO:0106028,neuron projection retraction,1,,,,,,,,,,,
0,0.64880604,2,18,GO:0106036,assembly of apicomedial cortex actomyosin,1,,,,,,,,,,,
0,0.938322978,2,22,GO:0106049;GO:1902218;GO:1902219,regulation of cellular response to osmotic stress,1,,,,,,,,,,,
0,0.862078984,2,28,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,1,,,,,,,,,,,
0,0.807159278,2,13,GO:0106071,positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,1,,,,,,,,,,,
0,0.909808028,2,19,GO:0106072,negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,1,,,,,,,,,,,
0,1,3,9,GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,1,,,,,,,,,,,
0,1,5,21,GO:0106104;GO:1904717,regulation of AMPA glutamate receptor clustering,1,,,,,,,,,,,
0,0.77686618,2,23,GO:0110010,basolateral protein secretion,1,,,,,,,,,,,
0,0.501253885,2,39,GO:0110011,regulation of basement membrane organization,1,,,,,,,,,,,
0,0.636783715,6,8,GO:0110022;GO:0110024,regulation of cardiac muscle myoblast proliferation,1,,,,,,,,,,,
0,0.508958394,4,14,GO:0110028;GO:1902846,positive regulation of mitotic spindle organization,1,,,,,,,,,,,
0,0.636783715,2,8,GO:0110104,mRNA alternative polyadenylation,1,,,,,,,,,,,
0,0.823621486,2,106,GO:0110110,positive regulation of animal organ morphogenesis,1,,,,,,,,,,,
0,1,4,8,GO:0110112,regulation of lipid transporter activity,1,,,,,,,,,,,
0,0.862078984,5,28,GO:0110156;GO:0110154,RNA decapping,1,,,,,,,,,,,
0,0.63692711,2,81,GO:0120178,steroid hormone biosynthetic process,1,,,,,,,,,,,
0,0.697142685,3,39,GO:0120252,hydrocarbon metabolic process,1,,,,,,,,,,,
0,1,2,6,GO:0120253,hydrocarbon catabolic process,1,,,,,,,,,,,
0,0.881717048,3,172,GO:0120254,olefinic compound metabolic process,1,,,,,,,,,,,
0,0.952127845,2,24,GO:0120255,olefinic compound biosynthetic process,1,,,,,,,,,,,
0,0.468969527,2,5,GO:0140009,L-aspartate import across plasma membrane,1,,,,,,,,,,,
0,0.320466357,3,433,GO:0140014,mitotic nuclear division,1,,,,,,,,,,,
0,0.992375958,2,255,GO:0140029,exocytic process,1,,,,,,,,,,,
0,1,4,6,GO:0140052,cellular response to oxidised low-density lipoprotein particle stimulus,1,,,,,,,,,,,
0,0.995262222,2,186,GO:0140053,mitochondrial gene expression,1,,,,,,,,,,,
0,0.955142603,2,39,GO:0140115,export across plasma membrane,1,,,,,,,,,,,
0,0.768991806,2,33,GO:0140131;GO:1901623,regulation of lymphocyte chemotaxis,1,,,,,,,,,,,
0,0.958399168,3,88,GO:0140353;GO:0014047,lipid export from cell,1,,,,,,,,,,,
0,0.465079641,2,54,GO:0140354,lipid import into cell,1,,,,,,,,,,,
0,0.731450953,6,21,GO:0150011;GO:0150012,regulation of neuron projection arborization,1,,,,,,,,,,,
0,1,2,6,GO:0150146,cell junction disassembly,1,,,,,,,,,,,
0,0.909808028,2,19,GO:0150172,regulation of phosphatidylcholine metabolic process,1,,,,,,,,,,,
0,1,6,7,GO:1900003;GO:1902571;GO:1900004;GO:1902572,negative regulation of serine-type peptidase activity,1,,,,,,,,,,,
0,0.547147755,4,15,GO:1900016,negative regulation of cytokine production involved in inflammatory response,1,,,,,,,,,,,
0,0.36331292,6,18,GO:1900017,positive regulation of cytokine production involved in inflammatory response,1,,,,,,,,,,,
0,0.634144871,4,36,GO:1900025,negative regulation of substrate adhesion-dependent cell spreading,1,,,,,,,,,,,
0,0.366829893,2,65,GO:1900027,regulation of ruffle assembly,1,,,,,,,,,,,
0,0.508958394,8,14,GO:1900028,negative regulation of ruffle assembly,1,,,,,,,,,,,
0,0.352442705,5,88,GO:1900034,regulation of cellular response to heat,1,,,,,,,,,,,
0,0.404818045,2,43,GO:1900037,regulation of cellular response to hypoxia,1,,,,,,,,,,,
0,0.731450953,2,21,GO:1900044,regulation of protein K63-linked ubiquitination,1,,,,,,,,,,,
0,1,2,7,GO:1900060,negative regulation of ceramide biosynthetic process,1,,,,,,,,,,,
0,0.587758061,2,7,GO:1900063,regulation of peroxisome organization,1,,,,,,,,,,,
0,0.747116764,2,126,GO:1900073,regulation of neuromuscular synaptic transmission,1,,,,,,,,,,,
0,0.909808028,2,19,GO:1900074,negative regulation of neuromuscular synaptic transmission,1,,,,,,,,,,,
0,0.967265464,2,27,GO:1900075,positive regulation of neuromuscular synaptic transmission,1,,,,,,,,,,,
0,0.424866805,2,101,GO:1900078,positive regulation of cellular response to insulin stimulus,1,,,,,,,,,,,
0,0.709760372,2,77,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,1,,,,,,,,,,,
0,0.709253111,3,30,GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,1,,,,,,,,,,,
0,1,2,6,GO:1900104;GO:1900106,regulation of hyaluranon cable assembly,1,,,,,,,,,,,
0,0.584646839,2,25,GO:1900107,regulation of nodal signaling pathway,1,,,,,,,,,,,
0,1,2,5,GO:1900108,negative regulation of nodal signaling pathway,1,,,,,,,,,,,
0,0.35495458,5,33,GO:1900115;GO:1900116,extracellular regulation of signal transduction,1,,,,,,,,,,,
0,0.458219008,3,29,GO:1900118,negative regulation of execution phase of apoptosis,1,,,,,,,,,,,
0,0.724494632,3,50,GO:1900119,positive regulation of execution phase of apoptosis,1,,,,,,,,,,,
0,0.526179364,3,23,GO:1900125,regulation of hyaluronan biosynthetic process,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1900126,negative regulation of hyaluronan biosynthetic process,1,,,,,,,,,,,
0,0.468712327,3,13,GO:1900127,positive regulation of hyaluronan biosynthetic process,1,,,,,,,,,,,
0,1,2,5,GO:1900128,regulation of G-protein activated inward rectifier potassium channel activity,1,,,,,,,,,,,
0,0.718041534,2,10,GO:1900133,regulation of renin secretion into blood stream,1,,,,,,,,,,,
0,0.679980604,4,9,GO:1900144;GO:2001284,positive regulation of BMP secretion,1,,,,,,,,,,,
0,1,3,14,GO:1900145;GO:1900175,regulation of nodal signaling pathway involved in determination of left/right asymmetry,1,,,,,,,,,,,
0,0.583200448,2,16,GO:1900147,regulation of Schwann cell migration,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1900149,positive regulation of Schwann cell migration,1,,,,,,,,,,,
0,0.426549964,2,12,GO:1900157,regulation of bone mineralization involved in bone maturation,1,,,,,,,,,,,
0,1,2,6,GO:1900159,positive regulation of bone mineralization involved in bone maturation,1,,,,,,,,,,,
0,1,6,5,GO:1900161;GO:1900163;GO:0110113,regulation of phospholipid scramblase activity,1,,,,,,,,,,,
0,0.830097807,2,14,GO:1900169,regulation of glucocorticoid mediated signaling pathway,1,,,,,,,,,,,
0,0.532117413,3,6,GO:1900170,negative regulation of glucocorticoid mediated signaling pathway,1,,,,,,,,,,,
0,0.939563197,3,115,GO:1900181,negative regulation of protein localization to nucleus,1,,,,,,,,,,,
0,1,4,8,GO:1900186,negative regulation of clathrin-dependent endocytosis,1,,,,,,,,,,,
0,0.8338027,2,68,GO:1900193,regulation of oocyte maturation,1,,,,,,,,,,,
0,0.786535242,2,34,GO:1900195,positive regulation of oocyte maturation,1,,,,,,,,,,,
0,1,2,13,GO:1900211;GO:1900212,regulation of mesenchymal cell apoptotic process involved in metanephros development,1,,,,,,,,,,,
0,1,2,5,GO:1900222,negative regulation of amyloid-beta clearance,1,,,,,,,,,,,
0,1,2,7,GO:1900224,positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,1,,,,,,,,,,,
0,0.617084583,2,17,GO:1900225,regulation of NLRP3 inflammasome complex assembly,1,,,,,,,,,,,
0,0.426549964,3,12,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,1,,,,,,,,,,,
0,0.426549964,4,12,GO:1900239,regulation of phenotypic switching,1,,,,,,,,,,,
0,0.468969527,5,5,GO:1900241,positive regulation of phenotypic switching,1,,,,,,,,,,,
0,0.547147755,2,15,GO:1900247,regulation of cytoplasmic translational elongation,1,,,,,,,,,,,
0,1,4,13,GO:1900262;GO:1900264,regulation of DNA-directed DNA polymerase activity,1,,,,,,,,,,,
0,0.983687881,5,100,GO:1900271,regulation of long-term synaptic potentiation,1,,,,,,,,,,,
0,0.984574517,2,63,GO:1900273,positive regulation of long-term synaptic potentiation,1,,,,,,,,,,,
0,0.992235968,2,109,GO:1900274;GO:0010863,regulation of phospholipase C activity,1,,,,,,,,,,,
0,0.679980604,3,9,GO:1900275,negative regulation of phospholipase C activity,1,,,,,,,,,,,
0,0.988123002,9,35,GO:1900363,regulation of mRNA polyadenylation,1,,,,,,,,,,,
0,0.679980604,2,9,GO:1900365,positive regulation of mRNA polyadenylation,1,,,,,,,,,,,
0,0.468969527,6,5,GO:1900370,positive regulation of RNA interference,1,,,,,,,,,,,
0,0.402521256,-1,27,GO:1900402,obsolete regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter,1,,,,,,,,,,,
0,0.383990822,3,50,GO:1900409;GO:1902884,positive regulation of response to oxidative stress,1,,,,,,,,,,,
0,0.979297474,2,120,GO:1900424,regulation of defense response to bacterium,1,,,,,,,,,,,
0,0.730384553,3,31,GO:1900425,negative regulation of defense response to bacterium,1,,,,,,,,,,,
0,0.756192355,6,52,GO:1900426,positive regulation of defense response to bacterium,1,,,,,,,,,,,
0,0.532117413,3,6,GO:1900450;GO:1904782,negative regulation of glutamate receptor signaling pathway,1,,,,,,,,,,,
0,0.973633217,3,44,GO:1900451,positive regulation of glutamate receptor signaling pathway,1,,,,,,,,,,,
0,0.537993292,2,32,GO:1900452,regulation of long-term synaptic depression,1,,,,,,,,,,,
0,1,3,5,GO:1900453,negative regulation of long-term synaptic depression,1,,,,,,,,,,,
0,0.36331292,6,18,GO:1900454,positive regulation of long-term synaptic depression,1,,,,,,,,,,,
0,1,3,6,GO:1900623;GO:1900625,regulation of monocyte aggregation,1,,,,,,,,,,,
0,1,2,9,GO:1900736,regulation of phospholipase C-activating G protein-coupled receptor signaling pathway,1,,,,,,,,,,,
0,1,4,5,GO:1900738,positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway,1,,,,,,,,,,,
0,1,2,6,GO:1900923,regulation of glycine import across plasma membrane,1,,,,,,,,,,,
0,0.582124895,2,138,GO:1901016,regulation of potassium ion transmembrane transporter activity,1,,,,,,,,,,,
0,0.891302697,2,64,GO:1901018,positive regulation of potassium ion transmembrane transporter activity,1,,,,,,,,,,,
0,0.44991638,4,111,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,1,,,,,,,,,,,
0,0.584646839,6,25,GO:1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,1,,,,,,,,,,,
0,0.747542259,3,61,GO:1901032;GO:1903206,negative regulation of hydrogen peroxide-induced cell death,1,,,,,,,,,,,
0,0.64880604,3,18,GO:1901033,positive regulation of response to reactive oxygen species,1,,,,,,,,,,,
0,1,2,9,GO:1901044,protein polyubiquitination involved in nucleus-associated proteasomal ubiquitin-dependent protein catabolic process,1,,,,,,,,,,,
0,0.587758061,2,7,GO:1901047,insulin receptor signaling pathway involved in determination of adult lifespan,1,,,,,,,,,,,
0,0.715375893,6,150,GO:1901068,guanosine-containing compound metabolic process,1,,,,,,,,,,,
0,0.584646839,8,25,GO:1901069,guanosine-containing compound catabolic process,1,,,,,,,,,,,
0,0.555991266,6,24,GO:1901070;GO:0006183,guanosine-containing compound biosynthetic process,1,,,,,,,,,,,
0,0.468712327,4,13,GO:1901072,glucosamine-containing compound catabolic process,1,,,,,,,,,,,
0,0.351089668,2,136,GO:1901074;GO:2000425,regulation of apoptotic cell clearance,1,,,,,,,,,,,
0,0.861509807,2,91,GO:1901076;GO:2000427,positive regulation of engulfment of apoptotic cell,1,,,,,,,,,,,
0,1,5,8,GO:1901078,negative regulation of relaxation of muscle,1,,,,,,,,,,,
0,0.532117413,2,6,GO:1901079,positive regulation of relaxation of muscle,1,,,,,,,,,,,
0,0.58770963,3,34,GO:1901096,regulation of autophagosome maturation,1,,,,,,,,,,,
0,1,2,13,GO:1901097,negative regulation of autophagosome maturation,1,,,,,,,,,,,
0,0.495287212,3,22,GO:1901098,positive regulation of autophagosome maturation,1,,,,,,,,,,,
0,0.602582504,6,70,GO:1901099,negative regulation of signal transduction in absence of ligand,1,,,,,,,,,,,
0,0.99552744,3,2158,GO:1901135,carbohydrate derivative metabolic process,1,,,,,,,,,,,
0,0.955449211,2,1238,GO:1901137,carbohydrate derivative biosynthetic process,1,,,,,,,,,,,
0,0.832349448,2,26,GO:1901142,insulin metabolic process,1,,,,,,,,,,,
0,0.755067327,3,22,GO:1901163,regulation of trophoblast cell migration,1,,,,,,,,,,,
0,0.426549964,2,12,GO:1901164,negative regulation of trophoblast cell migration,1,,,,,,,,,,,
0,1,2,8,GO:1901165,positive regulation of trophoblast cell migration,1,,,,,,,,,,,
0,1,2,6,GO:1901207,regulation of heart looping,1,,,,,,,,,,,
0,0.768991806,3,33,GO:1901213,regulation of transcription from RNA polymerase II promoter involved in heart development,1,,,,,,,,,,,
0,1,3,6,GO:1901219;GO:1901220,negative regulation of cardiac chamber morphogenesis,1,,,,,,,,,,,
0,0.370657594,2,219,GO:1901222,regulation of NIK/NF-kappaB signaling,1,,,,,,,,,,,
0,0.756192355,4,52,GO:1901223,negative regulation of NIK/NF-kappaB signaling,1,,,,,,,,,,,
0,0.316356653,2,157,GO:1901224,positive regulation of NIK/NF-kappaB signaling,1,,,,,,,,,,,
0,0.781124897,4,12,GO:1901228,positive regulation of transcription from RNA polymerase II promoter involved in heart development,1,,,,,,,,,,,
0,0.998522442,2,141,GO:1901264,carbohydrate derivative transport,1,,,,,,,,,,,
0,1,3,7,GO:1901295;GO:1905066,regulation of canonical Wnt signaling pathway involved in heart development,1,,,,,,,,,,,
0,0.64880604,2,18,GO:1901298,regulation of hydrogen peroxide-mediated programmed cell death,1,,,,,,,,,,,
0,0.426549964,4,12,GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,1,,,,,,,,,,,
0,1,2,6,GO:1901300,positive regulation of hydrogen peroxide-mediated programmed cell death,1,,,,,,,,,,,
0,1,6,6,GO:1901301;GO:1901303,regulation of cargo loading into COPII-coated vesicle,1,,,,,,,,,,,
0,0.802958258,2,35,GO:1901317;GO:1902093;GO:0003353;GO:2000155,regulation of flagellated sperm motility,1,,,,,,,,,,,
0,1,3,8,GO:1901329,regulation of odontoblast differentiation,1,,,,,,,,,,,
0,0.537993292,2,32,GO:1901339,regulation of store-operated calcium channel activity,1,,,,,,,,,,,
0,0.317496046,4,24,GO:1901374;GO:0015870,acetate ester transport,1,,,,,,,,,,,
0,0.504765427,2,56,GO:1901380;GO:1901017,negative regulation of potassium ion transmembrane transport,1,,,,,,,,,,,
0,0.974593535,5,29,GO:1901386,negative regulation of voltage-gated calcium channel activity,1,,,,,,,,,,,
0,1,3,8,GO:1901388,regulation of transforming growth factor beta activation,1,,,,,,,,,,,
0,1,5,19,GO:1901407,regulation of phosphorylation of RNA polymerase II C-terminal domain,1,,,,,,,,,,,
0,1,4,14,GO:1901409,positive regulation of phosphorylation of RNA polymerase II C-terminal domain,1,,,,,,,,,,,
0,0.679980604,4,9,GO:1901419;GO:1901421,regulation of response to alcohol,1,,,,,,,,,,,
0,1,5,8,GO:1901423,response to benzene,1,,,,,,,,,,,
0,0.495287212,5,22,GO:1901490,regulation of lymphangiogenesis,1,,,,,,,,,,,
0,0.718041534,2,10,GO:1901491,negative regulation of lymphangiogenesis,1,,,,,,,,,,,
0,0.426549964,2,12,GO:1901492,positive regulation of lymphangiogenesis,1,,,,,,,,,,,
0,1,2,7,GO:1901509,regulation of endothelial tube morphogenesis,1,,,,,,,,,,,
0,1,5,9,GO:1901523,icosanoid catabolic process,1,,,,,,,,,,,
0,0.838201699,4,48,GO:1901524,regulation of mitophagy,1,,,,,,,,,,,
0,1,4,7,GO:1901529,positive regulation of anion channel activity,1,,,,,,,,,,,
0,0.64880604,3,18,GO:1901533,negative regulation of hematopoietic progenitor cell differentiation,1,,,,,,,,,,,
0,0.850308525,2,15,GO:1901534,positive regulation of hematopoietic progenitor cell differentiation,1,,,,,,,,,,,
0,0.468969527,3,5,GO:1901558,response to metformin,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1901562,response to paraquat,1,,,,,,,,,,,
0,0.850308525,2,15,GO:1901563,response to camptothecin,1,,,,,,,,,,,
0,0.998853424,2,1929,GO:1901565,organonitrogen compound catabolic process,1,,,,,,,,,,,
0,0.846418829,3,222,GO:1901568,fatty acid derivative metabolic process,1,,,,,,,,,,,
0,1,2,18,GO:1901569,fatty acid derivative catabolic process,1,,,,,,,,,,,
0,0.66501327,3,154,GO:1901570,fatty acid derivative biosynthetic process,1,,,,,,,,,,,
0,1,3,15,GO:1901608,regulation of vesicle transport along microtubule,1,,,,,,,,,,,
0,1,2,11,GO:1901610;GO:1901951;GO:1901953,positive regulation of vesicle transport along microtubule,1,,,,,,,,,,,
0,0.88791383,3,989,GO:1901615,organic hydroxy compound metabolic process,1,,,,,,,,,,,
0,0.98084679,2,98,GO:1901616,organic hydroxy compound catabolic process,1,,,,,,,,,,,
0,0.811136867,2,334,GO:1901617,organic hydroxy compound biosynthetic process,1,,,,,,,,,,,
0,0.850308525,2,15,GO:1901620;GO:1901621,regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning,1,,,,,,,,,,,
0,0.784033212,4,44,GO:1901626;GO:1903909,regulation of postsynaptic membrane organization,1,,,,,,,,,,,
0,0.532117413,4,6,GO:1901627,negative regulation of postsynaptic membrane organization,1,,,,,,,,,,,
0,0.897628656,2,18,GO:1901628;GO:1903911,positive regulation of receptor clustering,1,,,,,,,,,,,
0,1,2,7,GO:1901629,regulation of presynaptic membrane organization,1,,,,,,,,,,,
0,1,3,6,GO:1901656,glycoside transport,1,,,,,,,,,,,
0,0.862078984,2,28,GO:1901660;GO:0070839,divalent metal ion export,1,,,,,,,,,,,
0,0.404818045,2,43,GO:1901661,quinone metabolic process,1,,,,,,,,,,,
0,1,3,5,GO:1901664;GO:1901666,regulation of NAD+ ADP-ribosyltransferase activity,1,,,,,,,,,,,
0,0.95963043,2,40,GO:1901673,regulation of mitotic spindle assembly,1,,,,,,,,,,,
0,0.6113564,6,35,GO:1901679,nucleotide transmembrane transport,1,,,,,,,,,,,
0,0.991879948,2,38,GO:1901722,regulation of cell proliferation involved in kidney development,1,,,,,,,,,,,
0,1,6,14,GO:1901723,negative regulation of cell proliferation involved in kidney development,1,,,,,,,,,,,
0,0.952127845,2,24,GO:1901724,positive regulation of cell proliferation involved in kidney development,1,,,,,,,,,,,
0,0.840546434,9,108,GO:1901799,negative regulation of proteasomal protein catabolic process,1,,,,,,,,,,,
0,0.440984976,4,326,GO:1901800;GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,1,,,,,,,,,,,
0,0.458219008,3,29,GO:1901836,regulation of transcription of nucleolar large rRNA by RNA polymerase I,1,,,,,,,,,,,
0,0.679980604,2,9,GO:1901837,negative regulation of transcription of nucleolar large rRNA by RNA polymerase I,1,,,,,,,,,,,
0,0.430686562,2,20,GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,1,,,,,,,,,,,
0,0.686868582,5,29,GO:1901841,regulation of high voltage-gated calcium channel activity,1,,,,,,,,,,,
0,0.807159278,2,13,GO:1901843,positive regulation of high voltage-gated calcium channel activity,1,,,,,,,,,,,
0,0.755067327,6,22,GO:1901857,positive regulation of cellular respiration,1,,,,,,,,,,,
0,1,2,5,GO:1901859,negative regulation of mitochondrial DNA metabolic process,1,,,,,,,,,,,
0,0.453824736,7,186,GO:1901880;GO:0043242,negative regulation of protein-containing complex disassembly,1,,,,,,,,,,,
0,0.984650319,2,49,GO:1901881,positive regulation of protein depolymerization,1,,,,,,,,,,,
0,0.957824569,5,25,GO:1901894;GO:1901896,regulation of ATPase-coupled calcium transmembrane transporter activity,1,,,,,,,,,,,
0,1,3,7,GO:1901963,regulation of cell proliferation involved in outflow tract morphogenesis,1,,,,,,,,,,,
0,0.823144907,2,67,GO:1901976,regulation of cell cycle checkpoint,1,,,,,,,,,,,
0,0.929993176,5,21,GO:1901977;GO:2000002,negative regulation of cell cycle checkpoint,1,,,,,,,,,,,
0,1,2,15,GO:1901979,regulation of inward rectifier potassium channel activity,1,,,,,,,,,,,
0,0.920538784,2,20,GO:1901993;GO:1902102;GO:1905132,regulation of meiotic cell cycle phase transition,1,,,,,,,,,,,
0,1,2,8,GO:1901994,negative regulation of meiotic cell cycle phase transition,1,,,,,,,,,,,
0,0.781124897,2,12,GO:1901995;GO:1902104;GO:1905134,positive regulation of meiotic cell cycle phase transition,1,,,,,,,,,,,
0,0.887302459,4,74,GO:1901998,toxin transport,1,,,,,,,,,,,
0,0.948004188,3,85,GO:1902001,fatty acid transmembrane transport,1,,,,,,,,,,,
0,0.3458504,2,25,GO:1902018,negative regulation of cilium assembly,1,,,,,,,,,,,
0,1,4,5,GO:1902023;GO:1903400,L-arginine transport,1,,,,,,,,,,,
0,0.468969527,2,5,GO:1902026,regulation of cartilage condensation,1,,,,,,,,,,,
0,0.751576986,2,11,GO:1902033,regulation of hematopoietic stem cell proliferation,1,,,,,,,,,,,
0,1,7,7,GO:1902035,positive regulation of hematopoietic stem cell proliferation,1,,,,,,,,,,,
0,1,2,7,GO:1902037,negative regulation of hematopoietic stem cell differentiation,1,,,,,,,,,,,
0,1,2,7,GO:1902038,positive regulation of hematopoietic stem cell differentiation,1,,,,,,,,,,,
0,0.862918176,2,140,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,1,,,,,,,,,,,
0,0.540081577,2,92,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,1,,,,,,,,,,,
0,1,4,43,GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,1,,,,,,,,,,,
0,1,2,5,GO:1902044,regulation of Fas signaling pathway,1,,,,,,,,,,,
0,0.532117413,5,6,GO:1902064,regulation of transcription from RNA polymerase II promoter involved in spermatogenesis,1,,,,,,,,,,,
0,0.697142685,2,39,GO:1902065,response to L-glutamate,1,,,,,,,,,,,
0,0.980747485,2,121,GO:1902074,response to salt,1,,,,,,,,,,,
0,0.76842761,2,43,GO:1902075,cellular response to salt,1,,,,,,,,,,,
0,0.671587084,2,47,GO:1902101;GO:1905820,positive regulation of chromosome separation,1,,,,,,,,,,,
0,0.730691799,3,557,GO:1902105,regulation of leukocyte differentiation,1,,,,,,,,,,,
0,0.612172778,3,296,GO:1902107,positive regulation of leukocyte differentiation,1,,,,,,,,,,,
0,1,4,7,GO:1902119;GO:1902120,negative regulation of meiotic spindle elongation,1,,,,,,,,,,,
0,1,4,8,GO:1902159,regulation of cyclic nucleotide-gated ion channel activity,1,,,,,,,,,,,
0,0.707573689,5,49,GO:1902170;GO:0071732,cellular response to reactive nitrogen species,1,,,,,,,,,,,
0,0.587758061,4,7,GO:1902174,positive regulation of keratinocyte apoptotic process,1,,,,,,,,,,,
0,0.869302957,2,92,GO:1902186,regulation of viral release from host cell,1,,,,,,,,,,,
